show_id,type,title,country,director,cast,date_added,release_year,rating,duration,listed_in,count,description
s3700,TV Show,Locked Up,Spain,,"Maggie Civantos, Najwa Nimri, Carlos Hipólito, Roberto Enríquez, Cristina Plazas, Berta Vázquez, Alba Flores, Inma Cuevas, María Isabel Díaz, María Salgueiro, Ramiro Blas, Alberto Velasco, Marta Aledo, Daniel Ortiz, Harlys Becerra, Laura Baena, Jesús Castejón, Verónika Moral","July 31, 2020",2020,TV-MA,5 Seasons,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows",1,"Manipulated into embezzling funds for her boyfriend and sentenced to prison, a naïve young woman must quickly learn to survive in a harsh new world."
s3701,Movie,Lockout,"France, United States","James Mather, Steve Saint Leger","Guy Pearce, Maggie Grace, Joseph Gilgun, Vincent Regan, Lennie James, Peter Stormare, Jacky Ido, Tim Plester, Mark Tankersley, Anne-Solenne Hatte","May 7, 2020",2012,PG-13,95 min,"Action & Adventure, International Movies, Sci-Fi & Fantasy",1,A government agent wrongly accused of a crime gets a shot at freedom if he can engineer a high-risk rescue mission to outer space.
s3702,Movie,Loco Love,Mexico,"Fernando Sariñana, José Luis Gutiérrez","Evan Deverian, Melany Bennet, Jordan T. Wilson, Adan Martín Rocha","July 30, 2017",2017,TV-MA,103 min,"Dramas, Independent Movies, International Movies",1,A young man and woman fall in love but are threatened to be torn apart by the tensions between their Latino and Caucasian communities in Arizona.
s3703,TV Show,Locust,Russia,,"Pyotr Fyodorov, Paulina Andreeva, Dmitry Shevchenko, Aleksey Gorbunov, Evgeniya Dmitrieva, Maksim Pinsker","August 1, 2017",2014,TV-MA,1 Season,"Crime TV Shows, International TV Shows, Romantic TV Shows",1,"A torrid affair between a passionate lowborn poet and a wealthy Moscow heiress is engulfed by class difference, criminality and, eventually, murder."
s3704,Movie,Loev,India,Sudhanshu Saria,"Shiv Pandit, Dhruv Ganesh, Siddharth Menon, Rishabh Chaddha","May 1, 2017",2015,TV-MA,89 min,"Dramas, Independent Movies, International Movies",1,Lives are upended when a hiking trip leads a Wall Street hotshot to explore his true feelings for an old pal who’s disenchanted with his boyfriend.
s3705,Movie,Logan's Run,United States,Michael Anderson,"Michael York, Richard Jordan, Farrah Fawcett, Jenny Agutter, Peter Ustinov, Roscoe Lee Browne, Randolph Roberts, Gary Morgan, Greg Lewis","November 1, 2019",1976,PG,118 min,"Action & Adventure, Classic Movies, Cult Movies",1,"In the 23rd century, inhabitants of a domed city exist in a world filled with life's pleasures – but no one is allowed to live past the age of 30."
s3706,Movie,Lola Igna,Philippines,Eduardo Roy Jr.,"Angie Ferro, Yves Flores, Meryll Soriano, Maria Isabel Lopez, Royce Cabrera, Jojo Riguerra, Soliman Cruz, Armand Reyes","June 18, 2020",2019,TV-14,114 min,"Comedies, International Movies",1,An elderly woman finds her life disrupted when her family and village realize she has a chance at a world record for being the oldest grandmother alive.
s3707,TV Show,LoliRock,"South Korea, France",,"Kazumi Evans, Kelly Sheridan, Vincent Tong, Ashleigh Ball, Tabitha St. Germain, Mackenzie Gray, Matt Ellis, James Kirk, Chiara Zanni"," May 1, 2018",2016,TV-Y,2 Seasons,Kids' TV,1,A teenager with a beautiful voice becomes a pop star but discovers she has powers that come from a magical realm where she's a lost princess.
s3708,Movie,Lolita,"United Kingdom, United States",Stanley Kubrick,"James Mason, Shelley Winters, Peter Sellers, Sue Lyon, Gary Cockrell, Jerry Stovin, Diana Decker, Lois Maxwell, Cec Linder","November 1, 2019",1962,R,153 min,"Classic Movies, Dramas, Romantic Movies",1,"In this black comedy, an English professor marries his landlady to get closer to his forbidden obsession: her teenage daughter."
s3709,Movie,Lommbock,Germany,Christian Zübert,"Lucas Gregorowicz, Moritz Bleibtreu, Louis Hofmann, Wotan Wilke Möhring, Alexandra Neldel, Melanie Winigir, Mavie Hörbiger, Dar Salim, Elmar Wepper, Antoine Monot Jr.","November 9, 2018",2017,TV-MA,106 min,"Comedies, International Movies",1,"After finding love in drug-free Dubai, Stefan returns to Germany to grab documents for his wedding. But old buddy Kai's bad habits complicate things."
s3710,Movie,London Heist,United Kingdom,Mark McQueen,"Craig Fairbrass, James Cosmo, Mem Ferda, Nick Moran, Steven Berkoff, Nathalie Cox, Roland Manookian, Eddie Webber, Tony Denham, Katie Clarkson-Hill","January 1, 2021",2017,R,96 min,Action & Adventure,1,"After a heist gone wrong, a career criminal gradually uncovers the hidden motive behind his father's murder – and it has nothing to do with money."
s3711,Movie,London Hughes: To Catch a D*ck,United States,Kristian Mercado,London Hughes,"December 22, 2020",2020,TV-MA,68 min,Stand-Up Comedy,1,Bawdy comedian and television presenter London Hughes revisits her past in this acclaimed breakout special filled with unfiltered tales and wild stories.
s3712,TV Show,London Spy,United Kingdom,Jakob Verbruggen,"Ben Whishaw, Jim Broadbent, Edward Holcroft, Samantha Spiro, Charlotte Rampling, Lorraine Ashbourne, David Hayman, Clarke Peters, Adrian Lester, Harriet Walter","March 31, 2017",2015,TV-MA,1 Season,"British TV Shows, Crime TV Shows, International TV Shows",1,"When his reclusive-banker lover disappears, a hard-partying young British hedonist plunges into the dangerous world of espionage to find the truth."
s3713,Movie,Long Shot,United States,Jacob LaMendola,,"September 29, 2017",2017,TV-14,40 min,Documentaries,1,"When Juan Catalan is arrested for a murder he didn't commit, he builds his case for innocence around raw footage from a popular TV show. A documentary."
s3714,Movie,Long Time Running,Canada,"Jennifer Baichwal, Nicholas de Pencier","Gord Downie, Paul Langlois, Gord Sinclair, Rob Baker, Johnny Fay, Justin Trudeau","November 12, 2017",2017,TV-14,96 min,"Documentaries, International Movies, Music & Musicals",1,This documentary follows the 2016 tour of beloved rock band The Tragically Hip as they make their way across Canada one last time.
s3715,TV Show,Longmire,United States,,"Robert Taylor, Katee Sackhoff, Lou Diamond Phillips, Bailey Chase, Cassidy Freeman, Adam Bartley, Louanne Stephens","November 17, 2017",2017,TV-MA,6 Seasons,"Crime TV Shows, TV Dramas",1,This contemporary crime thriller focuses on a Wyoming sheriff who's rebuilding his life and career following the death of his wife.
s3716,TV Show,Loo Loo Kids: Johny & Friends Musical Adventures,,,,"September 1, 2019",2016,TV-Y,1 Season,Kids' TV,1,"Music-loving baby Johny goes on dance-filled adventures with his family, friends and adorable critters in this colorful, animated preschooler series."
s3717,Movie,Look for a Star,Hong Kong,Andrew Lau Wai-Keung,"Andy Lau, Qi Shu, Zhang Hanyu, Denise Ho, Dominic Lam, Xinyi Zhang, David Chiang, George Lam, Rebecca Pan, Maria Cordero, Tat-Ming Cheung","December 1, 2018",2009,TV-14,117 min,"Comedies, International Movies, Romantic Movies",1,"While keeping his identity secret, a real estate billionaire tries to woo an outspoken croupier who talks gamblers out of losing their money."
s3718,Movie,"Look Out, Officer",Hong Kong,Sze Yu Lau,"Stephen Chow, Bill Tung, Stanley Sui-Fan Fung, Vivian Chan, Indra Leech, Amy Yip","August 16, 2018",1990,TV-14,88 min,"Action & Adventure, Comedies, International Movies",1,An officer killed on the job returns to Earth as a ghost to solve his own murder and seek justice with the help of a rookie cop and some funky magic.
s3719,Movie,Look Who's Back,Germany,David Wnendt,"Oliver Masucci, Fabian Busch, Christoph Maria Herbst, Katja Riemann, Franziska Wulf, Lars Rudolph, Michael Kessler, Thomas Thieme","April 9, 2016",2015,NR,116 min,"Comedies, International Movies",1,"When Adolf Hitler reawakens at the site of his former bunker 70 years later, he's mistaken for a brilliant comedian and becomes a media phenomenon."
s3720,Movie,Lorai: Play to Live,India,Parambrata Chatterjee,"Prasenjit Chatterjee, Payel Sarkar, Indrasish Roy, Kanchan Mullick, Kharaj Mukherjee, Gargi Roychowdhury, Deepankar De, Biswajit Chakraborty, Bharat Kaul, Rajat Ganguly","September 1, 2017",2015,TV-14,155 min,"Dramas, International Movies, Sports Movies",1,"Under a government initiative, a retired alcoholic soccer player is sent to establish a soccer team in a politically troubled area."
s3721,Movie,"Lorena, Light-Footed Woman",Mexico,Juan Carlos Rulfo,Lorena Ramírez,"November 20, 2019",2019,TV-G,28 min,"Documentaries, International Movies, Sports Movies",1,Lorena Ramírez of Mexico's Rarámuri community lives a pastoral life – except when she straps on her sandals to compete as an ultramarathon runner.
s3722,TV Show,Los 10 años de Peter Capusotto,,,"Diego Capusotto, Ivana Acosta","June 29, 2018",2015,TV-MA,1 Season,"International TV Shows, Spanish-Language TV Shows, TV Comedies",1,Fictional personality Peter Capusotto parodies Argentine culture and rock music in a series of humorous sketches with recurring characters.
s3723,Movie,Los Herederos,Mexico,Jorge Hernandez Aldana,"Máximo Hollander, Sebastián Aguirre, Úrsula Pruneda, Rodrigo Mendoza, Germán Bracco, Tomás Manterola, Regina Soto, Diego Velázquez, Mónica Del Carmen, José Egüez, Pablo Cruz","August 12, 2017",2015,TV-MA,71 min,"Dramas, International Movies",1,"Spurred by boredom and peer pressure, a group of suburban teens becomes increasingly violent and find their paths intersecting those of their parents."
s3724,Movie,Los Niños Héroes de Chapultepec,,Ignacio López Escrivá,,"December 15, 2017",2017,TV-14,88 min,"Documentaries, International Movies",1,This documentary pays tribute to the young cadets who gave their lives to defend Mexico against U.S. forces during the battle of Chapultepec Castle.
s3725,TV Show,Los tiempos de Pablo Escobar,Colombia,Alessandro Angulo,,"August 1, 2018",2012,TV-14,1 Season,"Crime TV Shows, Docuseries, International TV Shows",1,"Featuring never-before-seen images, personal testimonies and more, this is the story of one of the most notorious drug smugglers of all time."
s3726,Movie,Los Tigres del Norte at Folsom Prison,United States,Tom Donahue,Los Tigres del Norte,"September 15, 2019",2019,TV-PG,64 min,"Documentaries, International Movies, Music & Musicals",1,The beloved norteño band Los Tigres del Norte performs for the inmates of Folsom Prison on the 50th anniversary of Johnny Cash's iconic concert.
s3727,TV Show,Losers,,,,"March 1, 2019",2019,TV-MA,1 Season,Docuseries,1,"In a ""winning is everything"" society, how do we handle failure? This series profiles athletes who have turned the agony of defeat into human triumph."
s3728,Movie,Losing Sight of Shore,"United States, Australia, Samoa, United Kingdom",Sarah Moshman,,"May 1, 2017",2017,TV-14,92 min,"Documentaries, Sports Movies",1,"This documentary recounts the feats of the Coxless Crew, a team of four women who rowed from San Francisco to Australia in support of two charities."
s3729,TV Show,Lost & Found Music Studios,Canada,,"Victoria Baldesarra, Sarah Carmosino, Jordan Clark, DeShaun Clarke, Keara Graves, Katrina Hachey, Shane Harte, Ali Milner, Levi Randall, Brittany Raymond, Trevor Tordjman, Michael Torontow, Alex Zaichkowski, Matthew Bacik, Alyssa Baker, Ella Jonas Farlinger, Ian Matthews, Rakim Kelly, Bailey Pelkman, Olivia Solo","December 3, 2016",2016,TV-G,2 Seasons,"Kids' TV, TV Comedies, TV Dramas",1,"Teen singers-songwriters in an elite music program form bonds of friendship, creativity and romance while turning their passion into their profession."
s3730,Movie,Lost Bullet,France,Guillaume Pierret,"Alban Lenoir, Nicolas Duvauchelle, Ramzy Bedia, Stéfi Celma, Rod Paradot, Sébastien Lalanne, Pascale Arbillot, Arthur Aspaturian, Patrick Médioni","June 19, 2020",2020,TV-MA,93 min,"Action & Adventure, Dramas, International Movies",1,"Facing a murder charge, a genius mechanic with a criminal past must track down a missing car containing the proof of his innocence: a single bullet."
s3731,TV Show,Lost Girl,Canada,,"Anna Silk, Kris Holden-Ried, Ksenia Solo, Richard Howland, Zoie Palmer, K.C. Collins"," April 17, 2016",2015,TV-14,5 Seasons,"TV Dramas, TV Horror, TV Mysteries",1,"Discovering she's a succubus who sustains herself by feeding on the sexual energy of humans, seductive Bo sets out on a journey to understand herself."
s3732,Movie,Lost Girls,United States,Liz Garbus,"Amy Ryan, Gabriel Byrne, Thomasin McKenzie, Lola Kirke, Oona Laurence, Dean Winters, Miriam Shor, Reed Birney, Kevin Corrigan, Stan Carp","March 13, 2020",2020,R,95 min,Dramas,1,"Desperate to find her missing daughter, a mother fights to uncover the truth — and helps expose a string of unsolved murders. Based on a true story."
s3733,Movie,Lost in London,Nigeria,Sunkanmi Adebayo,"Ime Bishop Umoh, Alexx Ekubo, Stanley Chibunna, Ella Betts, Adi Lev, Kemi Olofinmakin","December 21, 2019",2017,TV-PG,86 min,"Comedies, International Movies",1,"Nigerian students Okon and Bona experience culture shock – several shocks, really – after being selected for an exchange program in London."
s3734,TV Show,Lost in Space,United States,,"Molly Parker, Toby Stephens, Max Jenkins, Taylor Russell, Mina Sundwall, Parker Posey, Ignacio Serricchio","December 24, 2019",2019,TV-PG,2 Seasons,"TV Action & Adventure, TV Dramas, TV Sci-Fi & Fantasy",1,"After crash-landing on an alien planet, the Robinson family fights against all odds to survive and escape. But they're surrounded by hidden dangers."
s3735,TV Show,LOST SONG,Japan,,"Konomi Suzuki, Yukari Tamura, Misaki Kuno, Chiaki Takahashi, Seiichiro Yamashita, Asami Seto, Yu Serizawa, Ai Kayano, Tsuyoshi Koyama, Yuto Suzuki, Mitsuru Ogata, Hiroshi Ito","October 5, 2018",2018,TV-14,1 Season,"Anime Series, International TV Shows",1,"War looms over the kingdom of Neunatia, where two young women are both burdened and blessed by the power of song."
s3736,Movie,Loudon Wainwright III: Surviving Twin,,Christopher Guest,Loudon Wainwright III,"November 13, 2018",2018,TV-14,92 min,Music & Musicals,1,Grammy-winning singer Loudon Wainwright III reflects upon his unique relationship with his father in an evening of original songs and heartfelt stories.
s3737,Movie,Louis C.K. 2017,United States,Louis C.K.,Louis C.K.,"April 4, 2017",2017,,74 min,Movies,1,"Louis C.K. muses on religion, eternal love, giving dogs drugs, email fights, teachers and more in a live performance from Washington, D.C."
s3738,Movie,Louis C.K.: Hilarious,United States,Louis C.K.,Louis C.K.,"September 16, 2016",2010,,84 min,Movies,1,"Emmy-winning comedy writer Louis C.K. brings his caustic wit to Milwaukee, offering up his unique and uncensored take on sex, parenting and more."
s3739,Movie,Louis C.K.: Live at the Comedy Store,United States,Louis C.K.,Louis C.K.,"August 15, 2016",2015,,66 min,Movies,1,"The comic puts his trademark hilarious/thought-provoking spin on finding a bat in his kitchen, seeing rats having sex, Boston accents and dead pets."
s3740,TV Show,Love,United States,,"Gillian Jacobs, Paul Rust, Claudia O'Doherty","March 9, 2018",2018,TV-MA,3 Seasons,"Romantic TV Shows, TV Comedies, TV Dramas",1,Rebellious Mickey and good-natured Gus navigate the thrills and agonies of modern relationships in this bold comedy co-created by Judd Apatow.
s3741,TV Show,Love @ Seventeen,Taiwan,,"Lego Lee, Nikki Hsin-Ying Hsieh, Edison Wang, Amanda Chou","December 21, 2018",2016,TV-14,1 Season,"International TV Shows, Romantic TV Shows, TV Dramas",1,"Radically changed by a misunderstanding 13 years ago, a biotech expert runs into an old flame and suffers an illness that takes her back to the past."
s3742,TV Show,Love & Anarchy,Sweden,,"Ida Engvoll, Björn Mosten, Carla Sehn, Reine Brynolfsson, Gizem Erdogan, Björn Kjellman, Ruben Lopez, Johannes Kuhnke, Elsa Agemalm Reiland, Benjamin Shaps, Disa Östrand, Ejke Blomberg, Lars Väringer","November 4, 2020",2020,TV-MA,1 Season,"International TV Shows, Romantic TV Shows, TV Comedies",1,A married consultant and a young IT tech kick off a flirty game that challenges societal norms — and leads them to re-evaluate their entire lives.
